EmployeeID,Age,Gender,Education,Role,Department,YearsAtCompany,YearsInRole,MonthlyIncome,PercentSalaryHike,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,PerformanceRating,TrainingTimesLastYear,NumCompaniesWorked,OverTime,DistanceFromHome,ManagerStyle,RemoteWorkOption,StockOptions,TotalWorkingYears,BusinessTravel,Attrition
1535,45,Female,Bootcamp,Senior SE,DevOps,17,8,238529,17,4,1,1,1,4,4,7,Yes,43,Demanding,Full Remote,0,22,Travel_Frequently,Yes
1536,49,Female,Master's,Mid SE,ML/AI,16,9,70968,26,3,4,1,3,3,5,1,Yes,31,Neutral,On-site,0,25,Travel_Rarely,No
1537,29,Male,Master's,Tech Lead,ML/AI,12,3,107508,20,3,1,4,1,3,4,4,Yes,17,Neutral,Hybrid,3,4,Travel_Rarely,No
1538,49,Male,Master's,Senior SE,Mobile,0,3,239292,6,1,2,3,3,4,5,3,Yes,25,Demanding,On-site,0,9,Non-Travel,No
1539,57,Male,Bachelor's,Junior SE,Frontend,0,7,158435,18,2,3,1,3,4,2,4,No,9,Supportive,Full Remote,2,26,Non-Travel,Yes
1540,47,Male,Bachelor's,Mid SE,DevOps,14,0,130366,10,1,4,4,4,3,0,4,No,22,Neutral,On-site,0,27,Travel_Frequently,No
1541,29,Female,Master's,Mid SE,QA,0,7,50738,6,2,4,2,3,4,6,7,No,45,Neutral,Hybrid,0,27,Travel_Rarely,No
1542,49,Male,Bachelor's,Mid SE,Frontend,5,4,48098,12,4,1,2,1,3,4,6,No,48,Supportive,On-site,2,18,Non-Travel,No
1543,49,Male,Bachelor's,Mid SE,DevOps,12,0,140424,8,3,1,4,4,3,1,8,Yes,35,Supportive,Hybrid,0,30,Travel_Rarely,No
1544,57,Male,PhD,Mid SE,ML/AI,0,3,249705,25,3,1,1,1,3,5,0,No,37,Demanding,Hybrid,3,31,Travel_Rarely,No
1545,48,Female,Master's,Junior SE,Mobile,4,1,123672,28,1,1,4,3,3,5,5,No,17,Neutral,Hybrid,2,3,Non-Travel,Yes
1546,38,Female,Master's,Mid SE,Frontend,8,3,83244,18,1,4,4,3,3,3,5,No,28,Supportive,On-site,3,29,Travel_Rarely,No
1547,30,Female,PhD,Junior SE,ML/AI,16,7,184325,15,4,1,1,2,3,1,1,Yes,1,Neutral,Hybrid,0,7,Travel_Rarely,No
1548,54,Male,Master's,Senior SE,DevOps,15,4,99333,28,4,4,3,3,3,1,7,No,9,Toxic,Full Remote,1,18,Non-Travel,No
1549,41,Male,Bachelor's,Tech Lead,Frontend,7,0,170349,18,2,1,3,4,3,6,5,No,49,Neutral,Hybrid,3,16,Non-Travel,No
1550,34,Female,Bachelor's,Senior SE,QA,16,6,95969,16,4,3,2,3,3,2,8,No,13,Supportive,Full Remote,3,32,Non-Travel,No
1551,49,Female,Master's,Mid SE,Frontend,14,0,135744,20,4,3,3,2,3,0,4,Yes,47,Neutral,Hybrid,0,25,Travel_Rarely,No
1552,50,Male,Master's,Junior SE,ML/AI,0,8,246495,10,4,1,4,3,4,2,6,No,32,Neutral,On-site,1,32,Travel_Rarely,Yes
1553,34,Female,Bachelor's,Junior SE,Frontend,11,2,162286,24,4,1,1,3,3,0,5,No,28,Supportive,Hybrid,2,19,Non-Travel,No
1554,56,Female,Master's,Senior SE,QA,4,2,220483,5,2,2,2,3,3,4,4,Yes,31,Supportive,Hybrid,1,3,Travel_Rarely,No
1555,27,Female,Bachelor's,Junior SE,Mobile,5,5,120028,16,4,3,3,2,3,6,5,No,8,Neutral,Hybrid,2,29,Non-Travel,No
1556,39,Female,Master's,Senior SE,Mobile,0,9,80421,11,2,4,4,1,4,2,3,Yes,8,Neutral,On-site,0,11,Travel_Rarely,No
1557,26,Male,Master's,Junior SE,ML/AI,0,5,177526,12,1,3,2,3,3,3,2,No,34,Supportive,On-site,1,6,Non-Travel,No
1558,46,Male,Master's,Tech Lead,DevOps,9,5,193594,13,3,4,1,4,3,0,0,No,23,Demanding,Hybrid,0,19,Travel_Rarely,No
1559,23,Male,Bootcamp,Mid SE,ML/AI,9,0,83575,6,1,1,3,2,3,2,0,Yes,10,Toxic,Hybrid,3,27,Travel_Rarely,No
1560,31,Female,Master's,Junior SE,Mobile,2,4,48192,21,4,3,4,4,3,6,5,No,37,Toxic,Hybrid,1,5,Travel_Rarely,No
1561,51,Female,PhD,Tech Lead,Backend,16,5,156116,24,3,3,1,3,3,3,8,Yes,48,Demanding,Hybrid,2,26,Travel_Rarely,Yes
1562,26,Female,Bootcamp,Mid SE,Backend,18,7,231340,17,4,2,4,2,3,6,7,No,25,Neutral,Hybrid,3,19,Non-Travel,No
1563,54,Male,Master's,Junior SE,Frontend,10,0,172874,9,4,2,4,3,4,1,1,No,33,Demanding,Hybrid,2,17,Travel_Frequently,No
1564,22,Female,Master's,Senior SE,QA,17,4,126311,14,1,3,4,4,3,5,8,No,45,Demanding,Hybrid,3,13,Travel_Frequently,No
1565,39,Female,Bachelor's,Senior SE,Frontend,1,2,186474,16,4,3,1,2,4,4,7,No,4,Demanding,Hybrid,2,14,Travel_Rarely,No
1566,53,Female,Master's,Senior SE,Backend,8,1,125781,21,1,3,2,1,4,6,8,No,7,Supportive,Full Remote,2,30,Travel_Frequently,No
1567,32,Female,Master's,Junior SE,Mobile,16,7,81527,25,4,4,4,1,4,4,3,No,33,Supportive,On-site,0,17,Non-Travel,No
1568,42,Female,Bachelor's,Mid SE,Frontend,13,6,97181,10,2,1,2,1,4,6,8,No,2,Toxic,Hybrid,3,15,Non-Travel,Yes
1569,47,Male,Bachelor's,Mid SE,ML/AI,3,9,136472,7,3,2,2,3,4,1,1,Yes,48,Toxic,Hybrid,0,18,Travel_Rarely,No
1570,46,Male,Bootcamp,Junior SE,QA,16,6,203074,19,1,1,3,2,3,6,0,Yes,46,Neutral,On-site,0,14,Travel_Frequently,No
1571,43,Male,PhD,Principal SE,ML/AI,16,4,126219,11,1,2,3,4,3,6,8,No,32,Toxic,Hybrid,0,14,Non-Travel,No
1572,48,Male,PhD,Senior SE,QA,11,8,188532,10,3,2,2,4,3,2,7,No,5,Demanding,Hybrid,0,33,Travel_Rarely,No
1573,34,Female,Bachelor's,Mid SE,Mobile,19,4,164783,8,1,2,3,3,4,5,6,No,46,Neutral,On-site,2,11,Travel_Frequently,No
1574,54,Female,Bachelor's,Senior SE,Frontend,17,1,206554,23,3,3,3,3,3,1,7,Yes,17,Neutral,Full Remote,0,11,Travel_Frequently,No
1575,55,Male,Bachelor's,Junior SE,QA,2,2,192519,9,2,2,2,4,3,3,0,No,12,Neutral,Hybrid,0,26,Non-Travel,No
1576,56,Male,Bachelor's,Principal SE,ML/AI,10,3,224300,7,4,1,1,2,3,5,8,No,12,Neutral,Hybrid,0,3,Non-Travel,No
1577,22,Female,Bachelor's,Junior SE,Frontend,17,4,128265,29,2,2,3,3,4,0,8,No,35,Toxic,Hybrid,2,25,Non-Travel,No
1578,42,Male,Bachelor's,Junior SE,Frontend,3,2,95126,13,4,1,3,2,4,2,8,No,21,Neutral,Full Remote,3,17,Travel_Rarely,No
1579,27,Male,Bootcamp,Mid SE,ML/AI,16,6,65545,10,3,2,1,4,3,5,5,No,21,Demanding,On-site,2,22,Travel_Frequently,No
1580,49,Male,Master's,Senior SE,Backend,17,4,100114,17,2,2,1,2,3,0,3,No,2,Demanding,Full Remote,2,29,Travel_Rarely,Yes
1581,38,Male,Bachelor's,Senior SE,QA,4,4,138740,26,4,3,1,1,3,1,1,No,21,Supportive,On-site,2,26,Travel_Frequently,No
1582,26,Male,Bachelor's,Junior SE,ML/AI,13,5,233873,24,3,1,2,4,3,6,3,No,15,Supportive,On-site,3,34,Travel_Rarely,No
1583,52,Male,Master's,Mid SE,Mobile,9,6,58890,8,4,2,1,1,3,4,6,Yes,11,Demanding,Hybrid,0,26,Travel_Rarely,No
1584,26,Male,Bachelor's,Mid SE,DevOps,14,9,166284,6,1,2,2,4,3,5,0,No,10,Supportive,Hybrid,0,9,Non-Travel,No
1585,24,Female,Bootcamp,Junior SE,ML/AI,0,9,97482,8,1,1,4,1,4,5,8,No,18,Demanding,On-site,3,11,Non-Travel,No
1586,44,Male,Bachelor's,Principal SE,Frontend,15,7,239469,12,3,2,4,2,3,0,2,No,23,Supportive,Full Remote,3,7,Non-Travel,No
1587,31,Female,Bachelor's,Junior SE,Frontend,10,8,177812,17,4,4,1,4,3,0,3,Yes,31,Neutral,Full Remote,1,30,Non-Travel,No
1588,31,Male,Bachelor's,Mid SE,ML/AI,19,3,206193,14,1,3,1,4,4,4,4,Yes,26,Supportive,Full Remote,0,2,Non-Travel,No
1589,40,Male,Bachelor's,Senior SE,DevOps,5,4,187290,22,2,1,4,1,3,0,2,No,2,Supportive,Hybrid,2,30,Non-Travel,No
1590,38,Female,Master's,Mid SE,ML/AI,15,4,116591,13,4,3,2,2,3,0,3,No,39,Supportive,Full Remote,2,4,Travel_Rarely,No
1591,42,Male,Master's,Senior SE,DevOps,1,7,133241,5,4,4,2,4,3,5,4,No,7,Toxic,Hybrid,0,14,Travel_Rarely,Yes
1592,35,Male,Master's,Tech Lead,DevOps,0,8,79722,17,1,4,1,3,4,4,0,No,24,Neutral,Hybrid,3,13,Non-Travel,No
1593,30,Female,Bachelor's,Junior SE,Mobile,8,6,94431,22,1,4,1,1,3,4,8,No,39,Toxic,Full Remote,1,25,Travel_Rarely,No
1594,22,Female,Master's,Principal SE,QA,11,4,227615,19,3,1,1,4,3,6,3,Yes,32,Toxic,Full Remote,2,13,Travel_Rarely,No
1595,34,Male,Master's,Senior SE,Frontend,16,2,87000,6,4,4,4,2,4,5,8,No,26,Toxic,On-site,1,13,Travel_Rarely,No
1596,25,Male,PhD,Mid SE,Frontend,14,0,116975,15,2,1,3,2,4,6,3,No,23,Neutral,Hybrid,2,6,Travel_Rarely,No
1597,22,Female,Bachelor's,Mid SE,DevOps,18,8,75921,18,1,1,1,2,3,1,0,No,14,Demanding,Hybrid,2,26,Travel_Rarely,No
1598,53,Male,Bachelor's,Mid SE,Frontend,9,4,144265,26,4,2,2,2,4,1,4,No,29,Supportive,Full Remote,0,14,Travel_Frequently,No
1599,55,Female,Master's,Senior SE,Backend,11,8,133747,19,1,1,3,1,4,5,8,No,25,Supportive,Hybrid,2,8,Non-Travel,No
1600,49,Female,Master's,Tech Lead,DevOps,13,9,206686,18,3,4,2,4,4,0,2,No,31,Demanding,Full Remote,1,24,Non-Travel,No
1601,52,Non-binary,Master's,Tech Lead,Frontend,8,3,237261,20,4,1,3,1,4,2,4,No,2,Supportive,On-site,1,22,Non-Travel,No
1602,29,Male,Bachelor's,Staff SE,Backend,12,4,62601,27,4,1,4,1,3,1,2,No,2,Toxic,Hybrid,0,21,Travel_Rarely,No
1603,47,Female,Master's,Tech Lead,Mobile,2,3,138332,19,3,3,3,2,3,1,2,No,23,Demanding,On-site,2,26,Non-Travel,No
1604,55,Male,PhD,Senior SE,Frontend,13,1,168254,23,2,4,2,3,3,5,0,Yes,47,Neutral,On-site,1,10,Travel_Rarely,No
1605,24,Male,Master's,Mid SE,Backend,9,0,247615,13,1,1,3,2,3,6,1,No,11,Supportive,Hybrid,3,13,Non-Travel,No
1606,33,Male,Bootcamp,Senior SE,ML/AI,15,7,196586,9,3,2,4,3,4,5,1,Yes,29,Demanding,Hybrid,0,14,Travel_Rarely,No
1607,22,Female,Master's,Junior SE,QA,6,3,243684,9,4,1,2,1,4,2,8,Yes,42,Neutral,On-site,3,9,Travel_Rarely,Yes
1608,26,Male,Bootcamp,Senior SE,ML/AI,3,4,164004,15,3,1,1,2,3,2,6,Yes,35,Demanding,Hybrid,1,7,Non-Travel,Yes
1609,51,Male,PhD,Mid SE,Backend,19,5,192364,24,4,3,3,2,3,4,7,No,49,Neutral,Full Remote,3,31,Travel_Rarely,No
1610,51,Male,Bachelor's,Junior SE,DevOps,10,7,207582,29,3,4,2,1,3,5,1,No,9,Supportive,Hybrid,0,16,Travel_Frequently,No
1611,38,Female,PhD,Junior SE,DevOps,15,7,73000,28,2,4,3,2,3,1,8,No,32,Supportive,Full Remote,3,8,Travel_Rarely,No
1612,44,Female,Bachelor's,Mid SE,Frontend,19,6,175439,8,4,2,4,4,4,6,2,Yes,30,Supportive,On-site,1,15,Non-Travel,Yes
1613,36,Female,Bootcamp,Senior SE,ML/AI,3,3,164277,24,3,2,2,3,3,6,1,Yes,15,Supportive,Hybrid,3,25,Travel_Frequently,No
1614,42,Male,Master's,Mid SE,DevOps,16,5,75383,22,2,2,1,3,3,3,0,No,14,Supportive,On-site,3,15,Non-Travel,No
1615,35,Male,Bachelor's,Senior SE,DevOps,12,3,187857,29,2,1,1,3,3,3,8,Yes,17,Supportive,Hybrid,3,25,Travel_Rarely,No
1616,23,Female,Master's,Mid SE,ML/AI,10,6,85910,7,1,1,3,2,3,0,7,No,22,Demanding,On-site,2,7,Non-Travel,No
1617,32,Male,Bootcamp,Senior SE,Mobile,2,0,215100,8,4,2,4,4,4,1,3,No,30,Neutral,Hybrid,1,26,Travel_Frequently,No
1618,55,Male,Bachelor's,Junior SE,DevOps,8,4,200927,18,1,4,4,2,3,3,6,No,17,Supportive,Hybrid,3,8,Non-Travel,No
1619,55,Female,Master's,Junior SE,QA,5,9,69281,11,2,4,3,3,4,6,2,No,16,Neutral,On-site,1,18,Non-Travel,No
1620,39,Non-binary,Master's,Senior SE,Backend,10,9,158838,12,1,2,2,2,3,1,2,Yes,8,Neutral,On-site,3,21,Travel_Frequently,No
1621,51,Female,Master's,Mid SE,Frontend,15,3,49841,28,1,3,2,3,3,5,3,No,39,Neutral,Hybrid,0,16,Travel_Rarely,No
1622,36,Female,Bachelor's,Junior SE,DevOps,18,6,142204,20,3,4,3,1,3,1,1,No,31,Neutral,Hybrid,0,3,Travel_Rarely,No
1623,48,Non-binary,Bachelor's,Mid SE,QA,4,8,105155,24,1,4,2,3,4,3,3,No,12,Neutral,Hybrid,0,1,Non-Travel,No
1624,55,Male,Bachelor's,Junior SE,QA,13,4,202990,19,2,2,2,1,3,6,2,Yes,33,Supportive,On-site,3,13,Travel_Rarely,No
1625,54,Male,Master's,Senior SE,DevOps,16,3,101313,11,1,4,2,1,3,1,7,No,12,Neutral,Full Remote,1,32,Travel_Frequently,No
1626,45,Non-binary,Master's,Mid SE,Mobile,2,8,156688,21,4,1,3,1,3,2,1,No,25,Supportive,On-site,0,12,Travel_Rarely,No
1627,36,Male,Bootcamp,Senior SE,Backend,3,4,193515,26,3,1,1,3,3,0,8,Yes,38,Neutral,Hybrid,2,31,Travel_Frequently,No
1628,51,Female,Bachelor's,Tech Lead,Frontend,15,8,208322,26,2,4,4,4,3,4,2,No,48,Demanding,Full Remote,0,2,Travel_Frequently,No
1629,38,Female,Master's,Mid SE,DevOps,15,7,177994,26,1,1,1,3,3,6,3,Yes,18,Neutral,On-site,0,8,Travel_Rarely,No
1630,26,Female,Bachelor's,Staff SE,Frontend,3,3,76976,16,4,3,2,2,3,3,2,No,19,Demanding,Full Remote,2,25,Non-Travel,No
1631,50,Female,Bachelor's,Senior SE,ML/AI,18,6,188063,22,2,4,3,2,3,5,2,No,3,Demanding,Hybrid,0,5,Non-Travel,No
1632,25,Female,Master's,Senior SE,QA,16,4,149405,28,1,2,4,4,3,4,7,No,35,Supportive,On-site,3,2,Non-Travel,No
1633,31,Female,Master's,Senior SE,QA,12,9,98744,18,3,1,2,4,3,0,7,No,5,Toxic,On-site,3,3,Travel_Rarely,No
1634,38,Male,Master's,Senior SE,DevOps,0,3,198805,19,1,3,4,4,4,6,5,No,35,Supportive,Hybrid,0,22,Travel_Frequently,No
1635,31,Female,Bootcamp,Mid SE,DevOps,11,4,47473,19,2,3,4,1,3,6,3,No,27,Toxic,On-site,1,33,Travel_Rarely,No
1636,38,Male,Master's,Mid SE,ML/AI,3,4,184180,9,2,1,1,4,4,2,0,No,37,Supportive,Full Remote,1,32,Travel_Frequently,No
1637,41,Male,Bootcamp,Junior SE,Mobile,10,8,73715,20,2,3,2,4,3,2,3,Yes,46,Supportive,On-site,0,17,Travel_Frequently,No
1638,45,Male,PhD,Junior SE,DevOps,4,8,208282,9,4,4,4,4,4,2,7,No,21,Neutral,On-site,2,18,Travel_Frequently,No
1639,26,Male,Master's,Mid SE,QA,1,5,82317,6,1,3,1,3,3,2,5,No,16,Toxic,Hybrid,3,3,Travel_Frequently,Yes
1640,55,Male,PhD,Mid SE,Frontend,16,3,110516,24,1,1,3,2,3,3,1,No,28,Supportive,Full Remote,3,6,Travel_Rarely,No
1641,27,Female,Master's,Mid SE,Backend,7,1,209434,29,1,3,4,2,4,6,2,No,25,Demanding,Hybrid,3,13,Travel_Frequently,No
1642,23,Female,Bachelor's,Junior SE,Frontend,5,2,99604,13,3,1,2,4,4,3,6,No,33,Demanding,Full Remote,0,31,Travel_Rarely,No
1643,34,Female,Master's,Senior SE,Mobile,8,1,49889,26,4,1,3,2,4,1,3,No,17,Supportive,Hybrid,3,17,Travel_Rarely,No
1644,32,Male,Bachelor's,Tech Lead,Backend,12,4,118748,13,4,3,4,3,4,5,3,No,43,Neutral,Hybrid,0,21,Travel_Rarely,No
1645,44,Female,Master's,Principal SE,Frontend,10,5,76971,8,3,1,4,2,3,1,4,No,30,Neutral,Hybrid,0,16,Travel_Rarely,No
1646,37,Female,Master's,Mid SE,Frontend,15,4,95551,19,4,1,2,1,3,5,7,No,41,Supportive,On-site,1,17,Non-Travel,No
1647,52,Female,Bachelor's,Senior SE,ML/AI,15,1,179273,15,3,2,4,3,3,0,6,No,4,Demanding,Full Remote,2,32,Travel_Rarely,No
1648,32,Male,Bachelor's,Tech Lead,Mobile,1,4,153957,5,2,4,2,2,4,1,8,Yes,2,Toxic,Hybrid,2,1,Non-Travel,No
1649,37,Male,Bootcamp,Mid SE,QA,9,8,134882,22,2,1,2,2,3,0,4,Yes,9,Demanding,Full Remote,2,8,Non-Travel,No
1650,29,Male,Master's,Mid SE,ML/AI,11,3,82958,5,4,4,2,3,4,0,0,No,31,Toxic,On-site,3,1,Travel_Rarely,No
1651,25,Male,Bachelor's,Principal SE,Backend,7,9,50681,12,2,2,2,2,3,0,3,Yes,25,Supportive,Hybrid,1,2,Travel_Frequently,No
1652,25,Male,Master's,Mid SE,QA,10,1,146982,29,2,2,4,2,3,2,5,No,37,Supportive,On-site,1,24,Travel_Rarely,No
1653,46,Female,Master's,Mid SE,ML/AI,9,2,91870,20,2,2,3,4,3,4,5,No,36,Demanding,Full Remote,0,27,Non-Travel,No
1654,24,Male,Master's,Junior SE,Mobile,12,2,173396,26,1,2,3,1,3,4,8,Yes,5,Demanding,Full Remote,1,20,Travel_Frequently,No
1655,53,Male,Bootcamp,Junior SE,DevOps,16,8,112203,22,2,4,1,3,4,3,4,No,24,Supportive,Full Remote,0,21,Travel_Frequently,No
1656,24,Male,Master's,Tech Lead,DevOps,6,3,204224,26,1,3,2,4,3,0,4,No,24,Neutral,Full Remote,1,15,Travel_Frequently,No
1657,48,Male,Bachelor's,Senior SE,Backend,2,0,95061,13,3,3,4,2,4,2,5,No,29,Demanding,Full Remote,0,30,Travel_Rarely,No
1658,50,Male,Master's,Mid SE,DevOps,19,0,233691,16,3,4,4,3,4,1,5,Yes,45,Supportive,Hybrid,3,4,Non-Travel,No
1659,53,Male,PhD,Junior SE,ML/AI,12,6,103235,23,3,1,1,3,3,1,2,No,31,Supportive,Hybrid,1,15,Non-Travel,No
1660,40,Male,Bachelor's,Senior SE,Backend,18,6,249812,29,3,4,3,1,4,3,5,No,37,Demanding,On-site,2,23,Travel_Rarely,No
1661,42,Female,Bachelor's,Senior SE,QA,6,1,82890,22,3,1,4,1,3,3,7,Yes,19,Toxic,Hybrid,0,15,Non-Travel,Yes
1662,26,Non-binary,Bachelor's,Junior SE,Mobile,8,8,135073,9,2,1,1,3,3,0,5,No,23,Demanding,Hybrid,1,26,Non-Travel,No
1663,39,Male,Master's,Tech Lead,Backend,18,8,106401,6,2,3,3,1,3,0,4,No,35,Demanding,On-site,1,12,Travel_Frequently,Yes
1664,49,Male,Master's,Junior SE,QA,12,4,56217,11,2,2,4,1,3,1,2,Yes,6,Supportive,Hybrid,0,18,Travel_Rarely,No
1665,43,Female,Master's,Mid SE,Backend,7,2,93351,14,3,3,2,2,3,1,0,No,6,Demanding,Hybrid,1,6,Non-Travel,No
1666,42,Male,Bootcamp,Senior SE,Frontend,17,2,78741,19,3,3,1,1,4,1,4,No,37,Supportive,On-site,2,18,Non-Travel,No
1667,27,Male,Master's,Mid SE,Frontend,1,2,196726,29,1,4,4,1,3,1,5,Yes,30,Toxic,On-site,0,24,Non-Travel,No
1668,22,Female,Bachelor's,Tech Lead,Backend,17,5,237386,11,4,4,1,4,3,4,5,Yes,1,Neutral,Hybrid,0,28,Non-Travel,No
1669,26,Male,Bachelor's,Senior SE,DevOps,17,3,46408,9,2,1,1,2,3,0,5,Yes,8,Neutral,Hybrid,0,15,Travel_Rarely,Yes
1670,33,Female,Bachelor's,Tech Lead,Frontend,10,7,87903,19,4,4,1,2,3,0,2,Yes,28,Demanding,Hybrid,0,19,Non-Travel,No
1671,47,Male,Bachelor's,Junior SE,Mobile,0,4,152042,24,3,1,2,3,4,1,3,No,25,Supportive,On-site,0,5,Travel_Frequently,No
1672,55,Male,Master's,Junior SE,QA,13,0,177290,24,3,1,3,1,4,2,2,Yes,33,Toxic,On-site,2,4,Travel_Frequently,No
1673,35,Male,PhD,Mid SE,ML/AI,15,8,226644,19,3,2,3,4,3,1,1,No,38,Neutral,Hybrid,0,17,Travel_Rarely,Yes
1674,47,Female,Bachelor's,Mid SE,Frontend,10,0,234870,14,4,2,4,4,4,5,7,No,14,Supportive,On-site,2,10,Travel_Rarely,No
1675,48,Male,Master's,Senior SE,Backend,0,5,167189,28,1,3,2,2,3,6,6,No,11,Supportive,Hybrid,2,12,Non-Travel,No
1676,30,Male,Master's,Tech Lead,DevOps,6,0,154268,18,3,2,3,1,3,6,7,Yes,2,Demanding,Hybrid,2,5,Travel_Rarely,No
1677,47,Female,Bachelor's,Senior SE,ML/AI,15,2,75105,14,1,1,4,4,3,3,5,No,30,Demanding,On-site,0,7,Travel_Rarely,No
1678,43,Male,Bachelor's,Principal SE,QA,13,9,114634,21,1,4,4,3,3,5,6,Yes,30,Supportive,Hybrid,2,23,Travel_Rarely,No
1679,51,Male,Master's,Senior SE,QA,14,4,162426,25,2,2,1,1,4,2,0,No,4,Supportive,Full Remote,0,2,Non-Travel,No
1680,38,Female,Bachelor's,Mid SE,Frontend,13,9,241135,18,4,2,2,1,3,3,4,No,13,Toxic,On-site,2,30,Non-Travel,No
1681,47,Male,Bootcamp,Mid SE,QA,10,6,183691,6,3,2,3,1,3,6,3,No,7,Supportive,Hybrid,0,5,Non-Travel,No
1682,57,Female,Bachelor's,Senior SE,QA,15,9,188011,20,1,2,2,4,3,2,2,No,38,Neutral,Hybrid,1,20,Travel_Rarely,No
1683,22,Female,Bachelor's,Junior SE,DevOps,18,7,63226,17,4,1,2,2,3,3,1,No,3,Neutral,On-site,1,26,Travel_Rarely,No
1684,29,Female,Master's,Junior SE,DevOps,16,8,70322,13,4,1,3,2,3,1,8,No,9,Demanding,On-site,2,6,Travel_Rarely,No
1685,56,Male,Bootcamp,Senior SE,DevOps,5,5,162504,11,3,3,3,3,3,1,7,No,14,Neutral,On-site,3,29,Travel_Rarely,No
1686,36,Non-binary,Bachelor's,Tech Lead,Backend,10,8,103215,20,2,4,2,4,4,2,1,No,11,Neutral,Hybrid,3,10,Non-Travel,No
1687,43,Male,Bachelor's,Junior SE,QA,16,7,192950,14,2,3,4,1,4,3,5,No,37,Toxic,Hybrid,1,16,Travel_Frequently,No
1688,35,Female,Bachelor's,Tech Lead,QA,8,8,182632,28,1,3,2,3,3,4,2,No,14,Supportive,Hybrid,2,34,Travel_Rarely,No
1689,47,Male,Bachelor's,Tech Lead,QA,17,9,214350,26,2,2,3,3,4,2,2,No,19,Supportive,Hybrid,2,31,Non-Travel,Yes
1690,49,Male,Bachelor's,Mid SE,Mobile,16,3,212284,13,2,4,2,2,3,2,4,No,8,Supportive,On-site,2,5,Travel_Rarely,No
1691,44,Male,Master's,Junior SE,DevOps,11,8,139835,26,2,2,3,1,3,5,6,No,7,Toxic,On-site,3,33,Travel_Rarely,No
1692,35,Non-binary,Bachelor's,Junior SE,ML/AI,4,6,118079,27,4,1,4,1,3,0,6,No,7,Demanding,Full Remote,1,19,Non-Travel,No
1693,45,Non-binary,Bachelor's,Senior SE,Frontend,10,4,68946,11,3,3,2,4,3,2,0,Yes,3,Supportive,Full Remote,2,32,Travel_Rarely,No
1694,23,Male,Master's,Senior SE,ML/AI,3,4,207812,20,4,4,4,4,4,4,6,Yes,3,Demanding,On-site,1,23,Travel_Frequently,Yes
1695,47,Male,Bachelor's,Principal SE,Backend,3,0,155733,13,4,1,2,4,3,1,6,No,18,Neutral,On-site,1,3,Non-Travel,No
1696,35,Female,Bachelor's,Senior SE,Backend,2,1,52253,28,3,3,2,3,4,3,5,No,45,Toxic,Hybrid,0,1,Travel_Rarely,No
1697,28,Male,Bachelor's,Junior SE,QA,16,9,124311,21,4,4,3,1,3,0,5,No,33,Supportive,Hybrid,3,28,Non-Travel,No
1698,24,Male,Bootcamp,Junior SE,ML/AI,6,2,77813,24,1,3,1,2,3,3,1,No,37,Demanding,Hybrid,1,5,Travel_Frequently,No
1699,44,Female,Bachelor's,Senior SE,QA,3,7,240403,11,1,4,3,3,4,1,2,No,28,Neutral,On-site,0,13,Non-Travel,Yes
1700,39,Male,PhD,Junior SE,Mobile,12,5,203704,15,4,3,2,3,3,2,2,No,36,Supportive,Hybrid,3,11,Non-Travel,No
1701,56,Non-binary,Master's,Mid SE,Backend,11,9,93365,12,2,2,1,2,3,5,2,Yes,16,Demanding,Hybrid,2,22,Travel_Rarely,No
1702,36,Male,Bachelor's,Mid SE,Backend,0,4,112593,11,4,3,1,2,3,4,1,No,15,Supportive,Hybrid,2,23,Non-Travel,No
1703,46,Male,Bootcamp,Junior SE,ML/AI,18,0,209503,23,2,3,4,4,3,0,8,Yes,29,Demanding,Hybrid,0,12,Non-Travel,No
1704,49,Male,Bachelor's,Junior SE,Backend,19,8,213508,24,4,4,2,2,4,4,5,No,18,Demanding,Full Remote,2,21,Non-Travel,No
1705,31,Female,Bachelor's,Mid SE,Mobile,17,2,194485,16,1,4,3,2,3,6,1,Yes,49,Neutral,On-site,0,19,Non-Travel,No
1706,38,Male,Master's,Mid SE,Mobile,10,2,83485,11,2,2,1,2,3,4,2,No,46,Supportive,On-site,0,5,Non-Travel,No
1707,43,Female,Master's,Junior SE,Mobile,19,1,244304,12,1,4,1,2,4,4,5,No,46,Toxic,On-site,2,24,Travel_Frequently,No
1708,47,Male,Master's,Senior SE,Frontend,2,3,156504,11,4,3,3,4,3,4,3,Yes,19,Supportive,On-site,3,30,Travel_Frequently,No
1709,46,Female,Bachelor's,Tech Lead,Mobile,16,1,61101,10,3,4,3,3,3,1,6,No,29,Neutral,Hybrid,0,8,Travel_Rarely,No
1710,38,Male,Master's,Mid SE,Mobile,11,8,53831,29,2,4,1,1,3,4,5,No,6,Demanding,Full Remote,3,2,Travel_Rarely,No
1711,34,Male,Master's,Tech Lead,Frontend,9,9,96897,13,2,4,3,1,3,5,5,Yes,45,Toxic,On-site,3,34,Travel_Rarely,Yes
1712,41,Female,Bachelor's,Mid SE,QA,7,6,50004,17,4,2,4,3,3,4,2,No,47,Neutral,Hybrid,0,23,Non-Travel,No
1713,46,Male,Bachelor's,Mid SE,DevOps,14,7,90924,11,4,2,1,1,3,1,7,No,27,Supportive,Hybrid,3,3,Non-Travel,No
